anzeige_name	name	id	nachname	vorname	vorname_kurz	zweiter_vorname	rat_id	kanton_id	kommissionen	partei_id	parteifunktion	fraktion_id	fraktionsfunktion	im_rat_seit	im_rat_bis	ratswechsel	ratsunterbruch_von	ratsunterbruch_bis	beruf	beruf_fr	beruf_interessengruppe_id	titel	aemter	weitere_aemter	zivilstand	anzahl_kinder	militaerischer_grad_id	geschlecht	geburtstag	photo_dateiname	photo_dateierweiterung	photo_dateiname_voll	photo_mime_type	kleinbild	sitzplatz	homepage	homepage_2	parlament_biografie_id	parlament_number	parlament_interessenbindungen_updated	twitter_name	linkedin_profil_url	xing_profil_name	facebook_name	wikipedia	sprache	arbeitssprache	adresse_firma	adresse_plz	adresse_ort	erfasst	freigabe_datum	beruf_de	von	bis	aktiv	geburtstag_unix	im_rat_seit_unix	im_rat_bis_unix	freigabe_datum_unix	von_unix	bis_unix	vertretene_bevoelkerung	rat	kanton	romandie	rat_de	kanton_name_de	rat_fr	kanton_name_fr	kommissionen_namen	kommissionen_namen_de	kommissionen_namen_fr	kommissionen_abkuerzung	kommissionen_abkuerzung_de	kommissionen_abkuerzung_fr	kommissionen_anzahl	partei	partei_name	fraktion	militaerischer_grad	partei_de	partei_name_de	militaerischer_grad_de	partei_fr	partei_name_fr	militaerischer_grad_fr	beruf_branche_id	titel_de	titel_fr	parlamentarier_id	verguetungstransparenz_beurteilung_stichdatum	verguetungstransparenz_beurteilung	refreshed_date
"Masshardt, Nadine"	"Nadine Masshardt"	144	"Masshardt"	"Nadine"			1	2	"SPK-NR, UREK-NR"	3	"mitglied"	3	"vizepraesident"	2013-03-04					"Historikerin, Nationalrätin"	"Historienne, Conseillère national"	35	"M.A. in Historischen Wissenschaften"	"Legislative der Stadt Langenthal (Stadtrat): Januar 2005 bis August 2010; Legislative des Kantons Bern (Grossrätin): Juni 2006 bis Januar 2013"	"Mitglied der Geschäftsleitung SP Kanton Bern: 2010 bis März 2016; Vizepräsidentin der SP Bundeshausfraktion: seit Dezember 2015; Politische Wahlkampfleiterin der SP Schweiz: Januar bis November 2019"		2		"F"	1984-10-04					"3034.jpg"	71	"http://www.nadinemasshardt.ch"		4130	3034	2020-09-18T20:04:54	"nmasshardt"	"https://www.linkedin.com/in/nadine-masshardt-00003327"		"nadine.masshardt"	"https://de.wikipedia.org/wiki/Nadine_Masshardt"	"de"	"de"		3012	"Bern"	"Ja"	2020-11-21T09:30:46	"Historikerin, Nationalrätin"	2013-03-04		1	465692400	1362351600		1605947446	1362351600		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Staatspolitische Kommission NR (SPK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Staatspolitische Kommission NR (SPK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE); Commission des institutions politiques CN (CIP)"	"SPK-NR, UREK-NR"	"SPK-NR, UREK-NR"	"CEATE, CIP"	2	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		14	"Nationalrätin"	"La Conseillère nationale"	144			2020-12-07 02:31:03
"Moser, Tiana Angelina"	"Tiana Angelina Moser"	147	"Moser"	"Tiana Angelina"			1	1	"APK-NR, Bü-NR, SPK-NR"	2	"mitglied"	2	"praesident"	2007-12-03					"Politik- und Umweltwissenschafterin"	"Politologue et spécialiste de l'environnement"	54	"lic. phil."		"Geschäftsleitungsmitglied Grünliberale Partei Schweiz; Vorstandsmitglied der Grünliberalen Kanton Zürich: seit April 2005; Geschäftsleitungsmitglied Grünliberale Partei Kanton Zürich; Co-Präsidentin der Grünliberalen Kanton Zürich: 2005 bis 2011; Vorstandsmitglied der Grünliberalen Stadt Zürich: 2005 bis 2009"	"verheiratet"	3		"F"	1979-04-06					"2700.jpg"	81	"http://www.tianamoser.ch"		3897	2700	2020-11-29T14:02:40	"tiana_moser"			"tianaangelina.moser"	"https://de.wikipedia.org/wiki/Tiana_Angelina_Moser"	"de"	"de"		8032	"Zürich"		2019-09-12T15:05:00	"Politik- und Umweltwissenschafterin"	2007-12-03		1	292201200	1196636400		1568293500	1196636400		43456	"NR"	"ZH"	"0"	"NR"	"Zürich"	"CN"	"Zurich"	"Aussenpolitische Kommission NR (APK-NR); Büro NR (Bü-NR); Staatspolitische Kommission NR (SPK-NR)"	"Aussenpolitische Kommission NR (APK-NR); Büro NR (Bü-NR); Staatspolitische Kommission NR (SPK-NR)"	"Bureau CN (Bu); Commission des institutions politiques CN (CIP); Commission de politique extérieure CN (CPE)"	"APK-NR, Bü-NR, SPK-NR"	"APK-NR, Bü-NR, SPK-NR"	"Bu, CIP, CPE"	3	"GLP"	"Grünliberale Partei"	"GL"		"GLP"	"Grünliberale Partei"		"PVL"	"Parti vert-libéral"		4	"Nationalrätin"	"La Conseillère nationale"	147			2020-12-07 02:31:03
"Müller, Leo"	"Leo Müller"	149	"Müller"	"Leo"			1	3	"WAK-NR"	7	"mitglied"	8	"mitglied"	2011-12-05					"Rechtsanwalt und Notar"		85	"lic. iur. / dipl. Ing.-Agr. FH"	"Legislative des Kantons (Kantonsrat): 21. April 1999 bis 31. Dezember 2011; Kantonsratspräsident: 2011; Exekutive der Gemeinde Ruswil (Gemeindepräsident): 1. September 2008 bis 31. August 2018"	"Präsident der CVP Ruswil: von November 1995 bis Februar 2000; Präsident der CVP Amt Sursee: von Januar 2000 bis Januar 2008; Parteileitung CVP Kanton Luzern: seit Oktober 2012; Vorstand CVP Schweiz: seit Dezember 2011"	"verheiratet"	3	18	"M"	1958-07-04					"3012.jpg"		"http://www.leo-mueller.ch"		4097	3012	2020-12-04T21:05:11					"https://de.wikipedia.org/wiki/Leo_M%C3%BCller_(Politiker)"	"de"	"de"		6017	"Ruswil"		2019-09-16T18:05:08	"Rechtsanwalt und Notar"	2011-12-05		1	"0"	1323039600		1568649908	1323039600		45506	"NR"	"LU"	"0"	"NR"	"Luzern"	"CN"	"Lucerne"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER)"	"WAK-NR"	"WAK-NR"	"CER"	1	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"	"Major"	"CVP"	"Christlichdemokratische Volkspartei"	"Major"	"PDC"			15	"Nationalrat"	"Le Conseiller national"	149			2020-12-07 02:31:03
"Müller-Altermatt, Stefan"	"Stefan Müller-Altermatt"	153	"Müller-Altermatt"	"Stefan"			1	11	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	7	"mitglied"	8	"mitglied"	2011-12-05					"Biologe"	"Biologiste"	54	"Dr. phil"	"Legislative des Kantons: von Mai 2005 bis November 2011; Gemeindepräsident Herbetswil: seit Oktober 2009"	"Mitglied des Präsidiums der CVP Schweiz"	"verheiratet"	4	2	"M"	1976-06-17					"2771.jpg"	161	"http://www.mueller-altermatt.ch"		4063	2771	2020-11-29T14:02:40	"MullerAltermatt"			"stefan.mulleraltermatt"	"https://de.wikipedia.org/wiki/Stefan_Müller-Altermatt"	"de"	"de"		4715	"Herbetswil"	"Ja"	2019-08-16T22:49:57	"Biologe"	2011-12-05		1	203814000	1323039600		1565988597	1323039600		45532	"NR"	"SO"	"0"	"NR"	"Solothurn"	"CN"	"Soleure"	"Begnadigungskommission (BeK-V); Geschäftsprüfungsdelegation (GPDel-V); Geschäftsprüfungskommission NR (GPK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Begnadigungskommission (BeK-V); Geschäftsprüfungsdelegation (GPDel-V); Geschäftsprüfungskommission NR (GPK-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Commission de gestion CN (CdG); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE); Commission des grâces (CGra); Délégation des commissions de gestion (DélCdG)"	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	"BeK-V, GPDel-V, GPK-NR, UREK-NR"	"CdG, CEATE, CGra, DélCdG"	4	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"	"Soldat"	"CVP"	"Christlichdemokratische Volkspartei"	"Soldat"	"PDC"			4	"Nationalrat"	"Le Conseiller national"	153			2020-12-07 02:31:03
"Munz, Martina"	"Martina Munz"	154	"Munz"	"Martina"			1	14	"RedK-V, UREK-NR"	3	"mitglied"	3	"mitglied"	2013-09-09					"Agronomin ETH/Berufsschullehrerin"	"Agronome ETH/Enseignante en école professionnelle"	41	"dipl. Ing. Agr. ETH"	"Kantonsrätin: 2000 - 2018"	"Präsidentin der SP Kanton Schaffhausen: von 2009 bis 2015"	"verheiratet"	4		"F"	1955-12-26					"3036.jpg"	139	"http://www.martinamunz.ch"		4134	3036	2020-11-29T14:02:40	"MartinaMunz"	"https://www.linkedin.com/in/martina-munz-951993a2"		"martina.munz.1"		"de"	"de"		8215	"Hallau"		2020-11-23T07:46:49	"Agronomin ETH/Berufsschullehrerin"	2013-09-09		1	"0"	1378677600		1606114009	1378677600		40996	"NR"	"SH"	"0"	"NR"	"Schaffhausen"	"CN"	"Schaffhouse"	"Redaktionskommission (RedK-V); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Redaktionskommission (RedK-V); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Commission de rédaction (CdR); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE)"	"RedK-V, UREK-NR"	"RedK-V, UREK-NR"	"CdR, CEATE"	2	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		7	"Nationalrätin"	"La Conseillère nationale"	154			2020-12-07 02:31:03
"Nidegger, Yves"	"Yves Nidegger"	158	"Nidegger"	"Yves"			1	25	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	5	"mitglied"	5	"mitglied"	2007-12-03					"Advokat"	"Avocat"	58	"lic. en droit (Master)"	"Législatif cantonal: depuis octobre 2005 jusqu'à décembre 2009"	"Vice-président UDC Genève: depuis 2004 jusqu'à 2006 et depuis décembre 2009 jusqu'à 2010; Vice-président du comité directeur UDC Genève: depuis mars 2019"		5	2	"M"	1957-05-17					"2701.jpg"	120	"http://www.nideggerlaw.ch"		3898	2701	2020-11-29T14:02:40	"yvesnidegger"			"yves.nidegger"	"https://fr.wikipedia.org/wiki/Yves_Nidegger"	"fr"	"fr"		1206	"Genève"		2020-03-07T10:44:53	"Advokat"	2007-12-03		1	"0"	1196636400		1583574293	1196636400		41623	"NR"	"GE"	1	"NR"	"Genf"	"CN"	"Genève"	"Aussenpolitische Kommission NR (APK-NR); Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Gerichtskommission (GK-V); Kommission für Rechtsfragen NR (RK-NR)"	"Aussenpolitische Kommission NR (APK-NR); Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Gerichtskommission (GK-V); Kommission für Rechtsfragen NR (RK-NR)"	"Commission des affaires juridiques CN (CAJ); Commission judiciaire (CJ); Commission de politique extérieure CN (CPE); Participation du Parlement dans le domaine du droit souple ("" Soft Law "") (CPE-NE 20-30)"	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	"APK-NR, APK-NS 20-30, GK-V, RK-NR"	"CAJ, CJ, CPE, CPE-NE 20-30"	4	"SVP"	"Schweizerische Volkspartei"	"V"	"Soldat"	"SVP"	"Schweizerische Volkspartei"	"Soldat"	"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	158			2020-12-07 02:31:03
"Nordmann, Roger"	"Roger Nordmann"	159	"Nordmann"	"Roger"			1	22	"Bü-NR, UREK-NR"	3	"mitglied"	3	"praesident"	2004-11-30					"Unabhängiger Politikberater"	"Conseiller politique indépendant"	18	"lic. ès sc. pol."	"Législatif communal (Conseiller communal): depuis 1998 jusqu'à 1999; Constituante cantonale: depuis 1999 jusqu'à 2002; Législatif cantonal (Grand Conseil): depuis août jusqu'à novembre 2004"	"Vice-président comité PS vaudois: depuis mars 2004 jusqu'à mars 2008; vice-président du groupe S: depuis février 2012 jusqu'à novembre 2015"	"verheiratet"	2	2	"M"	1973-03-23					"2648.jpg"	175	"http://www.roger-nordmann.ch"		1279	2648	2020-11-29T14:02:40	"NordmannRoger"	"https://www.linkedin.com/in/roger-nordmann-6a5abb95"		"profile.php?id=1665214348"	"https://de.wikipedia.org/wiki/Roger_Nordmann_(Politiker)"	"fr"	"fr"		1004	"Lausanne"	"Ja"	2020-11-21T09:47:57	"Unabhängiger Politikberater"	2004-11-30		1	101689200	1101769200		1605948477	1101769200		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Büro NR (Bü-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Büro NR (Bü-NR); Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Bureau CN (Bu); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE)"	"Bü-NR, UREK-NR"	"Bü-NR, UREK-NR"	"Bu, CEATE"	2	"SP"	"Sozialdemokratische Partei"	"S"	"Soldat"	"SP"	"Sozialdemokratische Partei"	"Soldat"	"PSS"	"Parti socialiste"		9	"Nationalrat"	"Le Conseiller national"	159			2020-12-07 02:31:03
"Noser, Ruedi"	"Ruedi Noser"	160	"Noser"	"Ruedi"			2	1	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	1	"mitglied"	1	"mitglied"	2003-12-01		2015-12-08			"Unternehmer"	"Entrepreneur"	78	"el. Ing. HTL/STV"	"Legislative des Kantons (Kantonsrat): von Mai 1999 bis November 2003"	"Vizepräsident FDP Zürich: von 1999 bis März 2003; Präsident FDP Zürich: von April 2003 bis April 2004; Vizepräsident FDP Schweiz: von März 2003 bis Juni 2009"			2	"M"	1961-04-14					"2619.jpg"		"http://www.ruedinoser.ch"		1153	2619	2020-11-29T14:02:40						"de"	"de"	"Noser Management AG"	8048	"Zürich"	"Ja"	2019-09-13T10:12:57	"Unternehmer"	2003-12-01		1	"0"	1070233200		1568362377	1070233200		760484	"SR"	"ZH"	"0"	"SR"	"Zürich"	"CE"	"Zurich"	"Delegation für die Beziehungen zum Deutschen Bundestag (Del D-V); Kommission für Umwelt, Raumplanung und Energie SR (UREK-SR); Kommission für Wirtschaft und Abgaben SR (WAK-SR); Kommission für Wissenschaft, Bildung und Kultur SR (WBK-SR)"	"Delegation für die Beziehungen zum Deutschen Bundestag (Del D-V); Kommission für Umwelt, Raumplanung und Energie SR (UREK-SR); Kommission für Wirtschaft und Abgaben SR (WAK-SR); Kommission für Wissenschaft, Bildung und Kultur SR (WBK-SR)"	"Commission de l'environnement, de l'aménagement du territoire et de l'énergie CE (CEATE); Commission de l'économie et des redevances CE (CER); Commission de la science, de l'éducation et de la culture CE (CSEC); Délégation pour les relations avec le Bundestag (Del D)"	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	"Del D-V, UREK-SR, WAK-SR, WBK-SR"	"CEATE, CER, CSEC, Del D"	4	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Soldat"	"FDP"	"Freisinnig-Demokratische Partei"	"Soldat"	"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Ständerat"	"Le Conseiller aux Etats"	160			2020-12-07 02:31:03
"Nussbaumer, Eric"	"Eric Nussbaumer"	161	"Nussbaumer"	"Eric"			1	13	"APK-NR, EFTA/EU"	3	"mitglied"	3	"mitglied"	2007-12-03					"Senior Advisor Kommunikation Swisspower AG"	"Senior Advisor Communication Swisspower AG"	29	"dipl. EI. Ing. HTL"	"Legislative der Gemeinde (Gemeindekommission): von 1992 bis 2004; Legislative des Kantons (Landrat): von Juli 1998 bis Dezember 2007; Landratspräsident: 2005/2006"	"Vizepräsident SP Kanton Basel-Landschaft: von 1995 bis 1999; Präsident SP Kanton Basel-Landschaft: von 1999 bis 2005"	"verheiratet"	3	3	"M"	1960-07-11					"2702.jpg"		"https://eric-nussbaumer.ch/"		3899	2702	2020-12-04T21:05:11	"enussbi"	"https://www.linkedin.com/in/eric-nussbaumer-b1860975"		"eric.nussbaumer.33"	"https://de.wikipedia.org/wiki/Eric_Nussbaumer"	"de"	"de"		4410	"Liestal"	"Ja"	2019-09-12T20:33:23	"Senior Advisor Kommunikation Swisspower AG"	2007-12-03		1	"0"	1196636400		1568313203	1196636400		41162	"NR"	"BL"	"0"	"NR"	"Basel-Landschaft"	"CN"	"Bâle-Campagne"	"Aussenpolitische Kommission NR (APK-NR); Delegation EFTA / Europäisches Parlament-V (EFTA/EU)"	"Aussenpolitische Kommission NR (APK-NR); Delegation EFTA / Europäisches Parlament-V (EFTA/EU)"	"Délégation AELE / Parlement européen-V (AELE/UE); Commission de politique extérieure CN (CPE)"	"APK-NR, EFTA/EU"	"APK-NR, EFTA/EU"	"AELE/UE, CPE"	2	"SP"	"Sozialdemokratische Partei"	"S"	"Gefreiter"	"SP"	"Sozialdemokratische Partei"	"Gefreiter"	"PSS"	"Parti socialiste"		3	"Nationalrat"	"Le Conseiller national"	161			2020-12-07 02:31:03
"Pfister, Gerhard"	"Gerhard Pfister"	166	"Pfister"	"Gerhard"			1	9	"APK-NR, Del D-V, IK-NR, SPK-NR"	7	"mitglied"	8	"mitglied"	2003-12-01					"Geschäftsleiter"	"Directeur"	27	"Dr. phil. I"	"Legislative des Kantons: von Dezember 1998 bis November 2003"	"Präsident CVP Oberägeri: von April 1999 bis April 2005; Präsident CVP Kanton Zug: von April 1999 bis April 2008; Mitglied des Parteipräsidiums der CVP Schweiz: von 2012 bis 2016; Präsident der CVP Schweiz: seit April 2016"	"verheiratet"			"M"	1962-10-01					"2623.jpg"	193	"http://www.gpfister.ch"		1109	2623	2020-11-29T14:02:40	"gerhardpfister"	"https://www.linkedin.com/in/gerhard-pfister-31240430"		"gerhard.pfister.50"	"https://de.wikipedia.org/wiki/Gerhard_Pfister_(Politiker)"	"de"	"de"		6315	"Oberägeri"	"Ja"	2019-09-12T12:53:32	"Geschäftsleiter"	2003-12-01		1	"0"	1070233200		1568285612	1070233200		42279	"NR"	"ZG"	"0"	"NR"	"Zug"	"CN"	"Zoug"	"Aussenpolitische Kommission NR (APK-NR); Delegation für die Beziehungen zum Deutschen Bundestag (Del D-V); Immunitätskommission NR (IK-NR); Staatspolitische Kommission NR (SPK-NR)"	"Aussenpolitische Kommission NR (APK-NR); Delegation für die Beziehungen zum Deutschen Bundestag (Del D-V); Immunitätskommission NR (IK-NR); Staatspolitische Kommission NR (SPK-NR)"	"Commission de l'immunité CN (CdI); Commission des institutions politiques CN (CIP); Commission de politique extérieure CN (CPE); Délégation pour les relations avec le Bundestag (Del D)"	"APK-NR, Del D-V, IK-NR, SPK-NR"	"APK-NR, Del D-V, IK-NR, SPK-NR"	"CdI, CIP, CPE, Del D"	4	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"		"CVP"	"Christlichdemokratische Volkspartei"		"PDC"			7	"Nationalrat"	"Le Conseiller national"	166			2020-12-07 02:31:03
"Umbricht Pieren, Nadja"	"Nadja Umbricht Pieren"	167	"Umbricht Pieren"	"Nadja"			1	2	"KVF-NR, WBK-NR"	5	"mitglied"	5	"mitglied"	2011-12-05					"Betriebsleiterin"	"Directrice d'entreprise"	102	"Führungsfachfrau eidg. FA / dipl. Kleinkindererzieherin"	"Legislative Kanton Bern (Grossrat): von Juni 2010 bis Oktober 2011; Legislative Stadt Burgdorf (Stadtrat): von Januar 2009 bis Dezember 2015; Geschäftsprüfungskommission (GPK) Stadt Burgdorf: von Januar 2009 bis Dezember 2011"	"Präsidentin SVP Burgdorf: von August 2008 bis 2012; Mitglied des Vorstandes SVP Burgdorf: 2012 bis 2018; Sekretärin SVP Emmental: von 2009 bis 2012; Mitglied des Vorstandes SVP Emmental: seit 2012; Mitglied des Vorstandes SVP Frauen Kanton Bern; Vizepräsidentin SVP Schweiz: von Mai 2010 bis April 2015; Mitglied Parteileitung SVP Schweiz: seit April 2015"	"ledig"			"F"	1980-02-14					"2781.jpg"	152	"http://www.nadja-pieren.ch"		4065	2781	2020-11-29T14:02:40				"nadja.pieren"	"https://de.wikipedia.org/wiki/Nadja_Pieren"	"de"	"de"		3413	"Kaltacker"	"Ja"	2020-03-07T10:45:54	"Betriebsleiterin"	2011-12-05		1	319330800	1323039600		1583574354	1323039600		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission de la science, de l'éducation et de la culture CN (CSEC); Commission des transports et des télécommunications CN (CTT)"	"KVF-NR, WBK-NR"	"KVF-NR, WBK-NR"	"CSEC, CTT"	2	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		2	"Nationalrätin"	"La Conseillère nationale"	167			2020-12-07 02:31:03
"Piller Carrard, Valérie"	"Valérie Piller Carrard"	168	"Piller Carrard"	"Valérie"			1	10	"BeK-V, IK-NR, KVF-NR, WBK-NR"	3	"mitglied"	3	"mitglied"	2011-12-05					"Kauffrau"	"Employée de commerce"	108		"Organe législatif cantonal: de novembre 2001 à novembre 2011; Organe exécutif de la commune de Gletterens: de 2004 à 2009"	"Présidente du PS de la Broye: 2008-2017"	"verheiratet"	3		"F"	1978-09-09	"Valérie_Piller_Carrard"	"jpg"	"Valérie_Piller_Carrard.jpg"		"3009.jpg"	99	"http://www.valerie-piller-carrard.ch"		4109	3009	2019-12-10T11:45:39	"valerie.pillercarrard"	"https://www.linkedin.com/in/valérie-piller-carrard-1633604b"		"valerie.pillercarrard"	"https://fr.wikipedia.org/wiki/Valérie_Piller_Carrard"	"fr"	"fr"		1468	"Cheyres"	"Ja"	2019-09-05T10:31:01	"Kauffrau"	2011-12-05		1	274143600	1323039600		1567672261	1323039600		45531	"NR"	"FR"	1	"NR"	"Freiburg"	"CN"	"Fribourg"	"Begnadigungskommission (BeK-V); Immunitätskommission NR (IK-NR); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Begnadigungskommission (BeK-V); Immunitätskommission NR (IK-NR); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission de l'immunité CN (CdI); Commission des grâces (CGra); Commission de la science, de l'éducation et de la culture CN (CSEC); Commission des transports et des télécommunications CN (CTT)"	"BeK-V, IK-NR, KVF-NR, WBK-NR"	"BeK-V, IK-NR, KVF-NR, WBK-NR"	"CdI, CGra, CSEC, CTT"	4	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		9	"Nationalrätin"	"La Conseillère nationale"	168			2020-12-07 02:31:03
"Quadri, Lorenzo"	"Lorenzo Quadri"	170	"Quadri"	"Lorenzo"			1	21	"Del I-V, KVF-NR, RedK-V"	10	"mitglied"	5	"mitglied"	2011-05-30					"Direttore Mattino della Domenica"	"Rédacteur en chef Mattino della Domenica"	48	"lic. iur."	"Municipio di Lugano: a partire da aprile 2008; Gran Consiglio del Canton Ticino: da aprile 2003 a novembre 2011"		"ledig"		2	"M"	1974-11-05					"2752.jpg"		"http://www.lorenzoquadri.ch"		4046	2752	2020-11-29T14:02:40	"LorenzQuadri"	"https://ch.linkedin.com/pub/lorenzo-quadri/36/284/414"		"quadrilorenzo"	"https://de.wikipedia.org/wiki/Lorenzo_Quadri"	"it"	"de"	"Mattino della domenica"	6904	"Lugano"	"Ja"	2019-09-17T09:39:35	"Direttore Mattino della Domenica"	2011-05-30		1	152838000	1306706400		1568705975	1306706400		44168	"NR"	"TI"	"0"	"NR"	"Tessin"	"CN"	"Tessin"	"Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Redaktionskommission (RedK-V)"	"Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Redaktionskommission (RedK-V)"	"Commission de rédaction (CdR); Commission des transports et des télécommunications CN (CTT); Délégation pour les relations avec le Parlement italien (Del I)"	"Del I-V, KVF-NR, RedK-V"	"Del I-V, KVF-NR, RedK-V"	"CdR, CTT, Del I"	3	"Lega"	"Lega dei Ticinesi"	"V"	"Soldat"	"Lega"	"Lega dei Ticinesi"	"Soldat"				18	"Nationalrat"	"Le Conseiller national"	170			2020-12-07 02:31:03
"Regazzi, Fabio"	"Fabio Regazzi"	171	"Regazzi"	"Fabio"			1	21	"WAK-NR"	7	"mitglied"	8	"mitglied"	2011-12-05					"Unternehmer"	"Entrepreneur"	58	"Avvocato"	"Consigliere comunale a Gordola: da aprile 1984 ad aprile 1996; Deputato in Gran Consiglio: da aprile 1995 ad aprile 2011"		"ledig"		6	"M"	1962-06-22					"2776.jpg"	151	"http://www.fabioregazzi.ch"	"http://www.regazzi.ch"	4072	2776	2020-11-29T14:02:40	"fregazzi"			"fabio.regazzi"	"https://de.wikipedia.org/wiki/Fabio_Regazzi"	"it"	"de"	"Imprenditore"	6596	"Gordola"		2019-09-16T19:13:03	"Unternehmer"	2011-12-05		1	"0"	1323039600		1568653983	1323039600		44168	"NR"	"TI"	"0"	"NR"	"Tessin"	"CN"	"Tessin"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER)"	"WAK-NR"	"WAK-NR"	"CER"	1	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"	"Wachtmeister"	"CVP"	"Christlichdemokratische Volkspartei"	"Wachtmeister"	"PDC"			9	"Nationalrat"	"Le Conseiller national"	171			2020-12-07 02:31:03
"Reimann, Lukas"	"Lukas Reimann"	172	"Reimann"	"Lukas"			1	17	"Del A-V, RK-NR"	5	"mitglied"	5	"mitglied"	2007-12-03					"Jurist MLaw"	"Avocat"	143	"MLaw"	"Legislative des Kantons (Kantonsrat): von März 2004 bis März 2008"	"Kantonalvorstandsmitglied und Parteileitung SVP Kanton St. Gallen: seit Januar 2001; Präsident Junge SVP Kanton St. Gallen: von Januar 2001 bis Januar 2009"			2	"M"	1982-09-18					"2704.jpg"	18	"http://www.lukas-reimann.ch"		3901	2704	2020-11-29T14:02:40	"lukasreimann"	"https://www.linkedin.com/in/lukasreimann"	"Lukas_Reimann"	"lukasreimannnationalrat"	"https://de.wikipedia.org/wiki/Lukas_Reimann"	"de"	"de"		9500	"Wil"	"Ja"	2019-09-17T22:27:13	"Jurist MLaw"	2007-12-03		1	401148000	1196636400		1568752033	1196636400		42308	"NR"	"SG"	"0"	"NR"	"St. Gallen"	"CN"	"Saint-Gall"	"Delegation für die Beziehungen zum Österreichischen Parlament (Del A-V); Kommission für Rechtsfragen NR (RK-NR)"	"Delegation für die Beziehungen zum Österreichischen Parlament (Del A-V); Kommission für Rechtsfragen NR (RK-NR)"	"Commission des affaires juridiques CN (CAJ); Délégation pour les relations avec le Parlement autrichien (Del A)"	"Del A-V, RK-NR"	"Del A-V, RK-NR"	"CAJ, Del A"	2	"SVP"	"Schweizerische Volkspartei"	"V"	"Soldat"	"SVP"	"Schweizerische Volkspartei"	"Soldat"	"UDC"	"Union Démocratique du Centre"		14	"Nationalrat"	"Le Conseiller national"	172			2020-12-07 02:31:03
