id	person_id	organisation_id	art	funktion_im_gremium	hauptberuflich	beschreibung	beschreibung_fr	quelle_url	quelle_url_gueltig	quelle	von	bis	freigabe_datum
828	439	1962	"vorstand"	"mitglied"	"0"			"http://zh.powernet.ch/webservices/net/HRG/HRG.asmx/getHRGHTML?chnr=CH-020.3.026.262-3&amt=020&toBeModified=0&validOnly=0&lang=1&sort="					2015-03-21T00:00:00
829	439	1963	"vorstand"	"mitglied"	"0"			"http://zh.powernet.ch/webservices/net/HRG/HRG.asmx/getHRGHTML?chnr=CH-020.3.029.761-6&amt=020&toBeModified=0&validOnly=0&lang=1&sort="					2015-03-21T00:00:00
830	439	1964	"vorstand"	"vizepraesident"	"0"			"http://zh.powernet.ch/webservices/net/HRG/HRG.asmx/getHRGHTML?chnr=CH-440.3.022.675-2&amt=020&toBeModified=0&validOnly=0&lang=1&sort="					2015-03-21T00:00:00
831	439	1965	"beirat"	"mitglied"	"0"	"Advisory Board"		"http://www.thomas-borer.com/#!thomas-borer-e/cq2"					2015-03-21T00:00:00
832	439	1966	"beirat"	"mitglied"	"0"	"Advisery Board"		"http://www.thomas-borer.com/#!thomas-borer-e/cq2"					2015-03-21T00:00:00
834	32	336	"geschaeftsfuehrend"		1	"Mitglied der Geschäftsleitung, Verantwortlicher Romandie"	"Membre de la direction, Responsable de l'Antenne romande"	"http://www.arbeitgeber.ch/ueber-uns/geschaeftsstelle/"					2016-03-18T11:03:50
864	392	83	"geschaeftsfuehrend"	"praesident"	"0"	"Präsident der Geschäftsleitung"	"Président de la direction"	"http://sev-online.ch/de/der-sev/wer_sind_wir/geschaeftsleitung/"			2002-04-23		2020-05-09T17:10:29
865	392	2063	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.422.543"			2009-11-04		2020-05-09T17:10:29
866	392	2064	"geschaeftsfuehrend"	"praesident"	"0"	"Präsident der Geschäftsleitung"	"Président de la direction"	"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.949.060"			2002-10-22		2020-05-09T17:10:29
867	387	1287	"vorstand"	"mitglied"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-115.191.926"					2020-07-15T17:45:41
868	387	312	"vorstand"	"praesident"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-100.777.483"					2020-07-15T17:45:41
869	387	2054	"vorstand"	"mitglied"	"0"			"https://tg.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-102.751.804"					2020-07-15T17:45:41
870	387	1316	"vorstand"	"mitglied"	"0"			"https://www.rc2.vd.ch/registres/hrcintapp-pub/companyReport.action?companyOfrcId13=CH-550-0148942-0&lang=2&showHeader=false&showBookmark=false"					2020-07-15T17:45:41
871	387	1290	"vorstand"	"mitglied"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.732.819"					2020-07-15T17:45:41
872	387	2058	"vorstand"	"mitglied"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.749.317"					2020-07-15T17:45:41
874	387	47	"geschaeftsfuehrend"		1	"Stv. Direktor"	"Directeur adjoint"	"http://www.sbv-usp.ch/de/ueber-uns/geschaeftsstelle/"					2020-07-15T17:45:41
875	387	2067	"vorstand"	"vizepraesident"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-108.337.573"		"Autorisierungsmail Schneider 20.06.2020"			2020-07-15T17:45:41
878	387	2069	"vorstand"	"vizepraesident"	"0"			"https://www.lid.ch/ueber-den-lid/organisation/vorstand/"					2020-07-15T17:45:41
880	392	36	"vorstand"	"vizepraesident"	"0"			"http://www.sgb.ch/der-sgb/gremien/praesidialausschuss/"					2020-05-09T17:10:29
886	246	2074	"taetig"	"mitglied"	"0"	"Leiter Public Affairs und Regulation"		"http://www.sbb-lab.imp.unisg.ch/~/media/internet/content/dateien/instituteundcenters/sbblab/events/tagungsprogramm%20sbb%20lab%20und%20sbb%20ff.pdf?fl=de"		"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0358021438&a"			2016-03-18T11:06:40
889	142	2128	"vorstand"	"mitglied"	"0"			"https://www.proviande.ch/de/ueber-uns/organisation/organe-kommissionen.html"					2019-05-21T19:27:54
890	142	2129	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"https://srp-psbb.ch/site/de/2-inhalt/wir-ueber-uns.html"					2019-05-21T19:27:54
894	400	583	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.818.427"			2014-10-24		2016-03-18T11:03:50
899	439	2148	"beirat"	"mitglied"	"0"					"E-Mail Borer 3.3.2015"			2015-03-21T00:00:00
900	439	2180	"taetig"		"0"	"Beratungsmandat"				"E-Mail Borer 3.3.2015"			2015-03-21T00:00:00
901	439	2181	"taetig"		"0"	"Beratungsmandat"				"E-Mail Borer 3.3.2015"			2015-03-21T00:00:00
902	439	2182	"taetig"		"0"	"Beratungsmandat"				"E-Mail Borer 3.3.2015"			2015-03-21T00:00:00
903	439	2183	"taetig"		"0"	"Beratungsmandat"				"E-Mail Borer 3.3.2015"			2015-03-21T00:00:00
908	392	2187	"vorstand"	"mitglied"	"0"	"Mitglied Exekutiv-Ausschuss"	"Membre du comité exécutif"	"https://www.etf-europe.org/about-us/governance-bodies/executive-committee/"					2020-05-09T17:10:29
912	83	2191	"vorstand"	"mitglied"	"0"	"Mitglied des Institutsrats"		"https://www.ige.ch/de/ueber-uns/organisation/institutsrat.html"					2016-03-18T11:03:50
913	83	2192	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_10351.html"					2016-03-18T11:03:50
914	83	2193	"vorstand"	"vizepraesident"	"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_10277.html"					2016-03-18T11:03:50
915	83	2194	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_10314.html"					2016-03-18T11:03:50
916	83	656	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_10377.html"					2016-03-18T11:03:50
917	461	2196	"vorstand"	"praesident"	"0"			"http://www.musikschaffende.ch/vorstand/"					2016-03-18T11:03:50
918	461	2133	"mitglied"		"0"	"Delegierter Ausübende Phono"		"http://www.musikschaffende.ch/vorstand/"					2016-03-18T11:03:50
924	286	1458	"taetig"		"0"	"Beauftragter des Kantons Wallis für nationale Angelegenheiten"	"Chargé aux affaires fédérales du Canton du Valais"	"http://www.vs.ch/Navig/navig.asp?MenuID=16683&Language=fr"					2016-03-18T11:03:50
925	286	2202	"taetig"	"mitglied"	"0"	"Mitglied administratives Netzwerk"	"Membre du réseau administratif"	"http://www.cgso.ch/de/mitglieder.html"					2016-03-18T11:03:50
926	348	1031	"vorstand"	"mitglied"	"0"			"https://ictswitzerland.ch/about/organisation/vorstand/"		"E-Mail Hugi, 2.3.2015"			2019-01-10T17:37:38
927	190	2206	"vorstand"	"praesident"	"0"			"https://zg.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-178.308.186"					2019-01-10T18:04:37
929	190	2208	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-371.877.923"					2019-01-10T18:04:37
930	348	2208	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-371.877.923"					2019-01-10T17:37:38
931	461	2196	"taetig"		"0"	"Leiter politische Projekte"				"Mail Christoph Trummer"			2016-03-18T11:03:50
932	461	476	"mitglied"		"0"	"Vertreter Verein Musikschaffende Schweiz"				"Mail Christoph Trummer"			2016-03-18T11:03:50
934	461	2212	"mitglied"		"0"					"Mail Christoph Trummer"			2016-03-18T11:03:50
935	461	2210	"mitglied"		"0"					"Mail Christoph Trummer"			2016-03-18T11:03:50
936	461	2213	"vorstand"	"mitglied"	"0"			"http://www.bka.ch/vorstand-bka/ueber-uns/vorstand-bka"					2016-03-18T11:03:50
944	121	654	"beirat"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_54.html"					2016-03-18T11:03:50
945	121	27	"geschaeftsfuehrend"		"0"			"https://www.admin.ch/ch/d/cf/ko/interessenbindung_1277.html"					2016-03-18T11:03:50
948	130	2238	"geschaeftsfuehrend"		"0"	"Geschäftsführer und Inhaber"		"http://www.koest.ch/team/walter-st%C3%BCdeli/"					2016-03-18T11:05:59
949	130	261	"mitglied"		"0"			"http://www.koest.ch/team/walter-st%C3%BCdeli/"					2016-03-18T11:05:59
950	130	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712/s?curia_vista=All"					2016-03-18T11:05:59
952	130	79	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712"					2016-03-18T11:05:59
953	130	2239	"vorstand"	"mitglied"	"0"			"https://zg.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=fb52d5c7d3f712142d806ea3dbbc?uid=CHE-109.531.422"					2016-03-18T11:05:59
954	130	2240	"geschaeftsfuehrend"		"0"			"https://www.svkh.ch/kontakt/"					2016-03-18T11:05:59
955	130	2241	"geschaeftsfuehrend"		"0"			"http://www.ig-ehealth.ch/kontakt/"					2016-03-18T11:05:59
956	130	171	"geschaeftsfuehrend"		"0"			"https://www.dakomed.ch/ueber-uns/organisation/"					2016-03-18T11:05:59
957	130	1112	"taetig"		"0"			"https://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712"					2016-03-18T11:05:59
958	130	2242	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712/s?curia_vista=All"					2016-03-18T11:05:59
959	130	481	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712/s?curia_vista=All"					2016-03-18T11:05:59
961	298	1481	"taetig"		"0"	"Leiter Media & Public Affairs"		"https://www.ewz.ch/de/ueber-ewz/medien.html"					2019-08-19T09:16:31
962	298	2243	"mitglied"		"0"			"http://www.harbourclub.ch/de/die-mitglieder/mitglieder/51/"					2019-08-19T09:16:31
964	150	2251	"mitglied"		"0"			"http://www.svp-sh.ch/home/parlamente/grosser-stadtrat/person/cornelia-stamm-hurter"					2016-03-18T11:05:59
973	218	2268	"gesellschafter"		"0"	"Gesellschafter und Geschäftsführer"		"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-481.309.236"					2016-10-17T21:44:45
994	294	2298	"mitglied"		"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
995	294	2299	"vorstand"	"mitglied"	1	"Mitglied Regierungsrat, Vorsteher Gesundheits- und Sozialdepartement"	"Membre du Conseil d'Etat, Chef du Département de la santé et des affaires sociales"	"http://www.lu.ch"					2020-07-15T14:51:47
997	294	665	"vorstand"	"praesident"	"0"			"https://www.rc2.vd.ch/registres/hrcintapp-pub/companyReport.action?companyOfrcId13=CH-550-0095255-9&lang=2&showHeader=false&showBookmark=false"					2020-07-15T14:51:47
998	294	22	"vorstand"	"mitglied"	"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
999	294	2300	"mitglied"		"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1001	294	2303	"mitglied"		"0"	"Standesvertreter"	"Représentant cantonal"	"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1002	117	295	"geschaeftsfuehrend"		"0"	"Geschäfstführer"	"Secrétaire général"	"https://www.medecinsdefamille.ch/qui-sommes-nous/lorganisation/secretariat-general"		"Hausärtzte Schweiz"			2016-03-18T11:03:50
1003	117	2327	"vorstand"	"praesident"	"0"	"Inhaber und Co-Direktor"	"Propriétaire et Co-Directeur"	"http://www.polsan.ch/index.php?page=271"		"Polsan"	2011-06-07		2016-03-18T11:03:50
1004	117	1639	"vorstand"	"praesident"	"0"			"https://www.public-affairs.ch/de/ueber-uns/vorstand/2734"		"Société Suisse de Publics Affairs"	2003-01-01		2016-03-18T11:03:50
1009	294	917	"vorstand"	"praesident"	"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1010	294	1873	"vorstand"	"mitglied"	"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1012	294	994	"beirat"		"0"	"Mitglied Patronatskomitee"	"Membre du comité de patronage"	"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1013	294	2350	"beirat"		"0"	"Mitglied Patronatskomitee"	"Membre du comité de patronage"	"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1014	294	2351	"mitglied"		"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1015	294	1126	"mitglied"		"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1016	294	2353	"mitglied"		"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1018	294	1030	"mitglied"		"0"			"http://www.lu.ch/verwaltung/GSD/gsd_interessenbindungen"					2020-07-15T14:51:47
1020	478	2355	"vorstand"	"praesident"	"0"			"https://ge.ch/hrcintapp/externalCompanyReport.action?companyOfrcId13=CH-660-1705007-8&ofrcLanguage=1"		"[Offizielle Website], 03.05.2015"	2007-07-11		2016-03-18T11:05:59
1021	478	2356	"vorstand"	"praesident"	"0"			"https://ge.ch/hrcintapp/externalCompanyReport.action?companyOfrcId13=CH-660-0429013-4&ofrcLanguage=2"		"[zefix], 03.05.2015"	2012-02-13		2016-03-18T11:05:59
1022	478	2357	"vorstand"	"praesident"	"0"			"https://ge.ch/hrcintapp/externalCompanyReport.action?companyOfsUid=CHE-393.068.180"		"[zefix], 03.05.2015"	2015-05-03		2016-03-18T11:05:59
1023	478	2358	"mitglied"		"0"			"http://www.cobaty-ge.ch/membres.php"		"[Offizielle Website], 03.05.2015"			2016-03-18T11:05:59
1024	478	2338	"vorstand"	"vizepraesident"	"0"	"Vizepräsident, Präsident Commission Logement"	"Vice-président, Président Commission Logement"	"https://www.fidp.ch/emma-kammacher"		"[Offizielle Website], 03.05.2015"			2016-03-18T11:05:59
1025	478	2359	"vorstand"	"praesident"	"0"			"https://ge.ch/hrcintapp/externalCompanyReport.action?companyOfrcId13=CH-660-7284008-4"		"[zefix], 03.05.2015"	2008-10-15		2016-03-18T11:05:59
1035	230	36	"geschaeftsfuehrend"	"mitglied"	"0"	"Geschäftsleiter"		"http://www.sgb.ch/der-sgb/zentralsekretariat/"		"E-Mail SBG 16.6.2015"			2016-03-18T11:05:59
1037	230	1553	"mitglied"		"0"			"http://www.weko.admin.ch/org/00113/00115/00125/index.html?lang=de"					2016-03-18T11:05:59
1038	230	896	"vorstand"	"mitglied"	"0"	"Verwaltungsrat"		"http://www.weko.admin.ch/org/00113/00115/00125/index.html?lang=de"					2016-03-18T11:05:59
1039	230	656	"mitglied"		"0"			"http://www.weko.admin.ch/org/00113/00115/00125/index.html?lang=de"					2016-03-18T11:05:59
1040	230	2379	"vorstand"	"mitglied"	"0"	"Bankrat"		"http://www.snb.ch/de/iabout/snb/bodies/id/snb_bodies_council#t2"					2016-03-18T11:05:59
1044	230	656	"mitglied"		"0"			"http://www.snb.ch/de/iabout/snb/bodies/id/snb_bodies_council#t10"					2016-03-18T11:05:59
1047	439	2405	"taetig"		"0"	"Beratungsmandat"				"E-Mail Borer vom 7.5.2015"			2017-01-19T08:30:34
1048	271	28	"vorstand"	"praesident"	"0"	"Präsident Zentralvorstand"	"Président du comité central"	"https://www.fmh.ch/ueber-die-fmh/organisation/die-organe-der-fmh/zentralvorstand.cfm"					2016-03-18T11:03:50
1049	271	302	"vorstand"	"mitglied"	"0"			"http://samw.ch/de/Portraet/Vorstand.html"					2016-03-18T11:03:50
1050	271	2417	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-110.359.414"					2016-03-18T11:03:50
1052	271	2419	"vorstand"	"vizepraesident"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-115.802.859"					2016-03-18T11:03:50
1055	239	2430	"vorstand"	"mitglied"	1			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-108.505.830"					2016-03-18T11:06:40
1056	239	2431	"vorstand"	"mitglied"	"0"			"http://www.moneyhouse.ch/u/helpinghandsuae_CH-020.6.001.182-3.htm"					2016-03-18T11:06:40
1059	479	504	"geschaeftsfuehrend"		1	"Direktor"	"Directeur"	"http://www.astag.ch/?rub=350"					2016-03-18T11:03:50
1063	121	2193	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_54.html"					2016-03-18T11:03:50
1064	121	2436	"mitglied"		"0"			"http://www.blw.admin.ch/themen/00009/01779/01809/index.html?lang=de&download=NHzLpZeg7t,lnp6I0NTU042l2Z6ln1acy4Zn4Z2qZpnO2Yuq2Z6gpJCDeoR2hGym162epYbg2c_JjKbNoKSn6A--"					2016-03-18T11:03:50
1066	121	2437	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_10157.html"					2016-03-18T11:03:50
1068	117	2220	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2734"					2016-03-18T11:03:50
1069	117	2331	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2734"					2016-03-18T11:03:50
1074	117	2337	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2734"					2016-03-18T11:03:50
1077	176	2453	"vorstand"	"praesident"	"0"	"Co-Präsident"		"http://mehr-transparenz.ch/verein/"					2019-05-10T15:46:17
1092	126	2074	"taetig"		1	"Leiter Internationales Pricing"	"Responsable de la tarification internationale SBB CFF FFS"	"https://www.xing.com/profile/Jonas_Glanzmann"					2020-07-02T23:05:05
1098	251	1976	"geschaeftsfuehrend"		"0"	"Generalsekretär"	"Secrétaire générale"	"https://www.sav-fsa.ch/de/portrait/geschaeftsstelle.html"					2020-05-31T10:23:41
1099	251	2481	"vorstand"	"mitglied"	"0"			"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=2707001275&amt=036&toBeModified=0&validOnly=0&lang=1&sort=0"					2020-05-31T10:23:41
1100	251	2482	"vorstand"	"mitglied"	"0"			"http://bs.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=2707000488&amt=270&toBeModified=0&validOnly=0&lang=1&sort=0"					2020-05-31T10:23:41
1101	251	2483	"vorstand"	"mitglied"	"0"			"http://www.svri.ch/de/vorstand.html"					2020-05-31T10:23:41
1102	251	26	"vorstand"	"mitglied"	"0"			"http://www.freieberufe.ch/de/verband/vorstand/?oid=1801&lang=de"					2020-05-31T10:23:41
1129	149	2510	"vorstand"	"mitglied"	"0"			"https://www.fdp.ch/personen/personensuche/personensuche-detail/members/user/florence-sch-rch"					2020-07-15T17:59:09
1130	149	2511	"vorstand"	"mitglied"	"0"			"https://les-genevoises.plr-ge.ch/presentation/le-comite-des-genevoises-plr/member/florence-schurch"					2020-07-15T17:59:09
1135	230	912	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_10082.html"					2016-03-18T11:05:59
1143	239	2541	"vorstand"	"vizepraesident"	"0"			"http://www.pfch.ch/files/PFSJahresb2018Web.pdf"					2016-03-18T11:06:40
1149	121	2194	"mitglied"		"0"					"R. Horber"			2016-03-18T11:03:50
1155	117	2334	"taetig"		"0"					"E-Mail Wiesli 25.7.2015"			2016-03-18T11:03:50
1164	214	583	"geschaeftsfuehrend"		"0"			"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0357015949&amt=036&toBeModified=0&validOnly=0&lang=1&sort=0"					2016-03-18T11:06:40
1165	214	2584	"vorstand"	"praesident"	"0"			"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0207905094&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"					2016-03-18T11:06:40
1166	214	2585	"vorstand"	"mitglied"	"0"			"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0927003816&amt=036&toBeModified=0&validOnly=0&lang=1&sort=0"					2016-03-18T11:06:40
1167	316	1740	"geschaeftsfuehrend"		1	"Direktor"	"Directeur"	"https://www.hkbb.ch/de/handelskammer/portrait/mitarbeiterinnen-und-mitarbeiter/"					2016-03-18T11:05:59
1168	316	930	"vorstand"	"vizepraesident"	"0"			"https://bl.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-112.361.244"					2016-03-18T11:05:59
1169	316	2591	"vorstand"	"mitglied"	"0"			"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.192.463"					2016-03-18T11:05:59
1170	316	2592	"vorstand"	"mitglied"	"0"			"https://bl.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-114.454.804"					2016-03-18T11:05:59
1171	478	2345	"vorstand"	"mitglied"	"0"			"https://www.ccifs.ch/la-chambre/conseil-dadministration.html"					2016-03-18T11:05:59
1173	478	2601	"mitglied"		"0"					"Mail P. Mayer"			2016-03-18T11:05:59
1176	478	2605	"mitglied"		"0"					"Mail P. Mayer"			2016-03-18T11:05:59
1177	478	2606	"mitglied"		"0"					"Mail P. Mayer"			2016-03-18T11:05:59
1178	478	2607	"mitglied"		"0"					"Mail P. Mayer"			2016-03-18T11:05:59
1183	120	2631	"gesellschafter"		"0"	"Gesellschafter und Vorsitzender der Geschäftsführung"		"https://gr.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=dc7f6d9dbedd8ef198bb54af695e?uid=CHE-110.157.402"					2019-05-07T14:23:11
1193	68	2678	"geschaeftsfuehrend"		"0"	"Inhaber"	"Proprietaire"	"http://www.buerofuerbildungsfragen.ch/kontakt.htm"					2016-06-23T11:02:21
1194	68	2679	"taetig"		1	"Dozent für Pädagogik, Medienpädagogik und Sport"	"Maître de conférences en pédagogie, pédagogie des médias et sport"	"https://www.phbern.ch/ueber-die-phbern/personen/etienne-buetikofer"					2016-06-23T11:02:21
1195	68	2680	"geschaeftsfuehrend"		"0"	"Leiter"	"Chef"	"https://www.savoir-suisse.ch/mitarbeitende"					2016-06-23T11:02:21
1218	489	2707	"taetig"		1	"Direktor Government Affairs"	"Directeur Government Affairs"	"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2522"					2020-07-15T09:56:31
1219	448	2714	"vorstand"	"mitglied"	"0"			"https://www.svp-bern.ch/organisation-koepfe/parteivorstand/"					2019-05-07T14:15:56
1276	253	2798	"vorstand"	"mitglied"	"0"			"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0208000011&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"					2020-05-19T17:32:27
1279	488	2462	"taetig"		"0"	"Stadträtin (Grünes Bündnis)"	"Conseillère municipale"	"https://ris.bern.ch/Mitglied.aspx?obj_guid=806930174ed94fd2a9055211e63e610b"			2014-06-05		2019-01-10T16:50:03
